shipment_id,order_id,carrier,transport_mode,shipment_date,expected_delivery,actual_delivery,delay_days,shipment_status,weight_kg,shipment_cost,,,10046
SHP012744,PO012744,DTDC,Rail,04-03-2022,01-04-2022,12-04-2022,11,In Transit,1390.87,6646.42,,,
SHP012745,PO012745,BlueDart,Sea,26-10-2022,20-11-2022,Not Delivered,0,Not Shipped,838.65,2410.08,,,
SHP012746,PO012746,FedEx India,Road,15-10-2022,09-11-2022,21-11-2022,12,Delivered,678.45,4908.14,,,
SHP012747,PO012747,Delhivery,Sea,01-09-2024,22-09-2024,25-09-2024,3,Delivered,3812.98,12676.79,,,
SHP012748,PO012748,Shadowfax,Rail,05-05-2024,04-06-2024,10-06-2024,6,In Transit,2160.26,10406.24,,,
SHP012749,PO012749,Ecom Express,Road,11-08-2023,29-08-2023,Not Delivered,0,Not Shipped,3076.12,27509.56,,,
SHP012750,PO012750,TCI Express,Road,19-11-2023,21-12-2023,21-12-2023,0,In Transit,3920.93,27515.34,,,
SHP012751,PO012751,Shadowfax,Road,17-10-2024,30-10-2024,Not Delivered,0,Cancelled,3676.66,29144.47,,,
SHP012752,PO012752,FedEx India,Road,19-01-2023,20-02-2023,19-02-2023,0,In Transit,1650.07,13742.82,,,
SHP012753,PO012753,XpressBees,Road,13-09-2024,29-09-2024,06-10-2024,7,Delivered,2268.64,21498.63,,,
SHP012754,PO012754,XpressBees,Road,18-06-2022,23-07-2022,20-07-2022,0,Delivered,3237.51,25086.21,,,
SHP012755,PO012755,XpressBees,Rail,15-01-2024,09-02-2024,07-02-2024,0,Delivered,3257.45,18473.64,,,
SHP012756,PO012756,TCI Express,Air,28-05-2023,13-06-2023,11-06-2023,0,Delivered,174.98,6718.47,,,
SHP012757,PO012757,TCI Express,Road,06-11-2023,10-12-2023,Not Delivered,0,Cancelled,779.58,5893.42,,,
SHP012758,PO012758,BlueDart,Rail,10-05-2023,06-06-2023,19-06-2023,13,Delivered,4602.81,27532.39,,,
SHP012759,PO012759,Ecom Express,Rail,21-12-2022,10-01-2023,Not Delivered,0,Not Shipped,1242.02,6376.03,,,
SHP012760,PO012760,Shadowfax,Road,06-06-2022,19-06-2022,18-06-2022,0,Delivered,3811.49,25693.17,,,
SHP012761,PO012761,TCI Express,Road,28-04-2024,31-05-2024,Not Delivered,0,Not Shipped,480.79,3335.89,,,
SHP012762,PO012762,FedEx India,Rail,17-11-2024,26-12-2024,Not Delivered,0,Not Shipped,2345.46,13447.35,,,
SHP012763,PO012763,Shadowfax,Road,26-10-2022,19-11-2022,Not Delivered,0,Not Shipped,1998.15,13121.55,,,
SHP012764,PO012764,FedEx India,Road,01-02-2022,11-03-2022,15-03-2022,4,Delivered,2808.69,23750.08,,,
SHP012765,PO012765,Safexpress,Air,07-05-2023,30-05-2023,01-06-2023,2,In Transit,4114.15,186355.6,,,
SHP012766,PO012766,BlueDart,Road,28-09-2024,22-10-2024,Not Delivered,0,Cancelled,1132.21,9537.73,,,
SHP012767,PO012767,Shadowfax,Rail,15-01-2024,07-02-2024,05-02-2024,0,Delivered,1252.98,5970.73,,,
SHP012768,PO012768,Rivigo,Road,02-02-2024,13-02-2024,26-02-2024,13,Delivered,931.49,6138.88,,,
SHP012769,PO012769,FedEx India,Sea,24-04-2023,21-05-2023,23-05-2023,2,Delivered,650.94,2274.79,,,
SHP012770,PO012770,Ecom Express,Air,10-02-2024,05-03-2024,Not Delivered,0,Not Shipped,2484.6,89576.19,,,
SHP012771,PO012771,Ecom Express,Rail,01-03-2024,22-03-2024,Not Delivered,0,Not Shipped,4097.29,20457.47,,,
SHP012772,PO012772,Rivigo,Road,15-07-2022,01-08-2022,07-08-2022,6,In Transit,1476.51,13320.89,,,
SHP012773,PO012773,Safexpress,Rail,03-01-2024,29-01-2024,Not Delivered,0,Cancelled,484.26,2857.98,,,
SHP012774,PO012774,Delhivery,Rail,24-02-2023,18-03-2023,Not Delivered,0,Not Shipped,979.72,4761.68,,,
SHP012775,PO012775,Rivigo,Rail,28-02-2023,28-03-2023,01-04-2023,4,Delivered,1787.1,7776.92,,,
SHP012776,PO012776,FedEx India,Road,03-06-2023,23-06-2023,26-06-2023,3,Delivered,482.11,3381.59,,,
SHP012777,PO012777,DTDC,Air,11-10-2023,28-10-2023,12-11-2023,15,Delivered,3363.58,122351.16,,,
SHP012778,PO012778,DTDC,Sea,20-05-2024,20-06-2024,Not Delivered,0,Not Shipped,1036.8,3330.34,,,
SHP012779,PO012779,TCI Express,Road,20-01-2023,14-02-2023,18-02-2023,4,In Transit,4665.87,35329.79,,,
SHP012780,PO012780,TCI Express,Road,15-02-2022,18-03-2022,21-03-2022,3,Delivered,3930.87,35623.07,,,
SHP012781,PO012781,BlueDart,Air,08-08-2024,26-08-2024,10-09-2024,15,In Transit,1441.4,70072.79,,,
SHP012782,PO012782,Safexpress,Road,26-10-2024,20-11-2024,05-12-2024,15,Delivered,4158.46,31343.55,,,
SHP012783,PO012783,DTDC,Road,25-04-2024,21-05-2024,Not Delivered,0,Cancelled,3617.82,26291.91,,,
SHP012784,PO012784,Rivigo,Air,18-12-2022,17-01-2023,Not Delivered,0,Not Shipped,1034.26,40271.64,,,
SHP012785,PO012785,BlueDart,Rail,06-03-2023,17-03-2023,Not Delivered,0,Not Shipped,39.67,168.09,,,
SHP012786,PO012786,XpressBees,Rail,16-10-2023,05-11-2023,15-11-2023,10,Delivered,3407.07,13866.28,,,
SHP012787,PO012787,Rivigo,Rail,14-07-2023,10-08-2023,Not Delivered,0,Cancelled,4578.98,20632.97,,,
SHP012788,PO012788,Ecom Express,Road,14-09-2022,13-10-2022,Not Delivered,0,Not Shipped,4588.74,32151.31,,,
SHP012789,PO012789,Delhivery,Road,25-03-2022,29-04-2022,27-04-2022,0,In Transit,4181.41,27523.57,,,
SHP012790,PO012790,Rivigo,Rail,04-01-2023,04-02-2023,Not Delivered,0,Cancelled,4313.49,25291.74,,,
SHP012791,PO012791,BlueDart,Air,21-07-2023,08-08-2023,19-08-2023,11,Delivered,2893.78,138177.23,,,
SHP012792,PO012792,BlueDart,Road,28-03-2023,13-04-2023,27-04-2023,14,Delivered,3203.04,21028.41,,,
SHP012793,PO012793,Delhivery,Rail,07-11-2022,22-11-2022,21-11-2022,0,In Transit,3630.81,19607.79,,,
SHP012794,PO012794,DTDC,Road,07-07-2022,06-08-2022,17-08-2022,11,Delivered,2325.28,18637.03,,,
SHP012795,PO012795,XpressBees,Road,13-08-2023,25-08-2023,Not Delivered,0,Not Shipped,3049.33,23129.64,,,
SHP012796,PO012796,TCI Express,Road,08-11-2024,05-12-2024,07-12-2024,2,Delivered,436.27,3395.95,,,
SHP012797,PO012797,Shadowfax,Rail,14-08-2022,09-09-2022,18-09-2022,9,Delivered,3016.88,16497.76,,,
SHP012798,PO012798,Shadowfax,Road,20-07-2023,02-08-2023,Not Delivered,0,Cancelled,1739.18,12700.48,,,
SHP012799,PO012799,XpressBees,Rail,03-12-2024,30-12-2024,05-01-2025,6,Delivered,1448.14,8394.41,,,
SHP012800,PO012800,Delhivery,Road,27-07-2024,25-08-2024,31-08-2024,6,In Transit,1397.54,10087.81,,,
SHP012801,PO012801,Rivigo,Road,08-08-2022,29-08-2022,Not Delivered,0,Cancelled,3105.57,23015.21,,,
SHP012802,PO012802,TCI Express,Rail,01-07-2024,15-07-2024,26-07-2024,11,Delivered,4491.62,25822.26,,,
SHP012803,PO012803,FedEx India,Rail,21-12-2022,12-01-2023,Not Delivered,0,Not Shipped,2446.26,12195.87,,,
SHP012804,PO012804,FedEx India,Air,09-08-2024,22-08-2024,Not Delivered,0,Not Shipped,2224.94,96994.22,,,
SHP012805,PO012805,Ecom Express,Rail,14-07-2023,01-08-2023,Not Delivered,0,Cancelled,3261.22,17821.32,,,
SHP012806,PO012806,Ecom Express,Road,28-03-2024,04-05-2024,Not Delivered,0,Cancelled,3303.55,31164.09,,,
SHP012807,PO012807,BlueDart,Air,09-01-2024,30-01-2024,02-02-2024,3,Delivered,4541.74,199373.95,,,
SHP012808,PO012808,Ecom Express,Road,20-08-2024,18-09-2024,01-10-2024,13,Delivered,208.31,1950.45,,,
SHP012809,PO012809,XpressBees,Road,28-09-2022,16-10-2022,Not Delivered,0,Not Shipped,484.59,4596.3,,,
SHP012810,PO012810,FedEx India,Rail,25-05-2022,30-05-2022,27-05-2022,0,Delivered,2596.16,14066.65,,,
SHP012811,PO012811,Safexpress,Air,15-04-2024,04-05-2024,17-05-2024,13,Delivered,49.05,1907.77,,,
SHP012812,PO012812,FedEx India,Sea,09-03-2024,01-04-2024,09-04-2024,8,Delivered,2136.06,6825.4,,,
SHP012813,PO012813,XpressBees,Rail,06-07-2022,31-07-2022,29-07-2022,0,Delivered,2527.81,10272.73,,,
SHP012814,PO012814,XpressBees,Air,25-05-2022,12-06-2022,11-06-2022,0,Delivered,1449.17,69780.38,,,
SHP012815,PO012815,XpressBees,Road,14-01-2022,02-02-2022,08-02-2022,6,In Transit,2426.13,17100.61,,,
SHP012816,PO012816,TCI Express,Road,16-11-2023,12-12-2023,Not Delivered,0,Not Shipped,3185,21819.4,,,
SHP012817,PO012817,XpressBees,Rail,05-03-2024,01-04-2024,06-04-2024,5,In Transit,2951.25,13624.36,,,
SHP012818,PO012818,Ecom Express,Road,12-06-2022,03-07-2022,12-07-2022,9,Delivered,4332.06,38649.09,,,
SHP012819,PO012819,TCI Express,Rail,06-08-2024,30-08-2024,02-09-2024,3,Delivered,1380.15,7781.18,,,
SHP012820,PO012820,Ecom Express,Road,05-08-2023,23-08-2023,04-09-2023,12,Delivered,3171.63,22995.7,,,
SHP012821,PO012821,Rivigo,Road,10-08-2024,08-09-2024,05-09-2024,0,Delivered,4176.54,39740.14,,,
SHP012822,PO012822,BlueDart,Air,18-05-2024,08-06-2024,Not Delivered,0,Not Shipped,1125.35,42110.02,,,
SHP012823,PO012823,Rivigo,Sea,10-08-2023,14-08-2023,Not Delivered,0,Cancelled,2061.02,6670.72,,,
SHP012824,PO012824,BlueDart,Road,12-10-2023,23-10-2023,03-11-2023,11,Delivered,1017.31,8762.46,,,
SHP012825,PO012825,Ecom Express,Sea,19-06-2024,15-07-2024,20-07-2024,5,Delivered,1238.27,4038.14,,,
SHP012826,PO012826,Safexpress,Rail,28-09-2022,14-10-2022,23-10-2022,9,Delivered,2038.36,8923.71,,,
SHP012827,PO012827,TCI Express,Sea,20-03-2024,05-04-2024,15-04-2024,10,Delivered,848.05,2714.91,,,
SHP012828,PO012828,Shadowfax,Rail,17-03-2023,05-04-2023,18-04-2023,13,Delivered,2852.33,12491.38,,,
SHP012829,PO012829,XpressBees,Rail,23-04-2023,19-05-2023,29-05-2023,10,Delivered,248.68,1480.84,,,
SHP012830,PO012830,BlueDart,Rail,09-04-2023,03-05-2023,12-05-2023,9,Delivered,2745.83,11843.47,,,
SHP012831,PO012831,Delhivery,Road,22-04-2024,06-05-2024,11-05-2024,5,Delivered,3533.54,30734.17,,,
SHP012832,PO012832,TCI Express,Road,20-07-2023,17-08-2023,22-08-2023,5,Delivered,858.21,7122.13,,,
SHP012833,PO012833,Ecom Express,Sea,26-09-2023,15-10-2023,Not Delivered,0,Cancelled,1736.08,6231.7,,,
SHP012834,PO012834,BlueDart,Road,12-01-2023,26-01-2023,25-01-2023,0,Delivered,710.08,6291.93,,,
SHP012835,PO012835,XpressBees,Sea,15-04-2022,07-05-2022,Not Delivered,0,Cancelled,926.72,2730.79,,,
SHP012836,PO012836,FedEx India,Road,23-01-2024,19-02-2024,27-02-2024,8,Delivered,3541.91,24000.84,,,
SHP012837,PO012837,Ecom Express,Rail,01-04-2022,29-04-2022,11-05-2022,12,In Transit,4571.05,27212.62,,,
SHP012838,PO012838,Rivigo,Road,15-07-2022,11-08-2022,22-08-2022,11,Delivered,2432.53,23313.2,,,
SHP012839,PO012839,DTDC,Air,08-07-2022,29-07-2022,Not Delivered,0,Cancelled,1786.86,81222.23,,,
SHP012840,PO012840,Ecom Express,Road,10-09-2022,20-09-2022,Not Delivered,0,Not Shipped,4309.1,32430.11,,,
SHP012841,PO012841,BlueDart,Air,02-10-2023,19-10-2023,Not Delivered,0,Not Shipped,1177.33,49343.79,,,
SHP012842,PO012842,FedEx India,Rail,18-11-2023,07-12-2023,12-12-2023,5,In Transit,3180.52,14874.53,,,
SHP012843,PO012843,Shadowfax,Air,24-03-2024,04-04-2024,Not Delivered,0,Not Shipped,805.92,30598.35,,,
SHP012844,PO012844,DTDC,Sea,09-12-2023,28-12-2023,10-01-2024,13,Delivered,769.89,2636.14,,,
SHP012845,PO012845,Shadowfax,Road,06-05-2023,18-05-2023,Not Delivered,0,Not Shipped,653.49,4327,,,
SHP012846,PO012846,DTDC,Sea,13-11-2022,16-11-2022,Not Delivered,0,Cancelled,617.63,2122.82,,,
SHP012847,PO012847,Rivigo,Air,03-06-2022,14-06-2022,Not Delivered,0,Cancelled,4462.42,207401.81,,,
SHP012848,PO012848,XpressBees,Road,23-12-2023,19-01-2024,16-01-2024,0,Delivered,4903.63,35211.14,,,
SHP012849,PO012849,FedEx India,Road,21-10-2024,08-11-2024,22-11-2024,14,Delivered,458.79,3482.82,,,
SHP012850,PO012850,Rivigo,Road,02-02-2023,11-03-2023,Not Delivered,0,Cancelled,3868.93,33285.72,,,
SHP012851,PO012851,XpressBees,Road,03-09-2024,08-10-2024,Not Delivered,0,Not Shipped,459.52,4236.7,,,
SHP012852,PO012852,FedEx India,Road,08-01-2022,16-01-2022,15-01-2022,0,Delivered,1409.59,12018.61,,,
SHP012853,PO012853,DTDC,Air,03-08-2024,24-08-2024,21-08-2024,0,In Transit,2854.67,105534.16,,,
SHP012854,PO012854,Shadowfax,Road,19-06-2023,16-07-2023,21-07-2023,5,Delivered,1520.22,12082.5,,,
SHP012855,PO012855,FedEx India,Air,16-11-2022,21-12-2022,01-01-2023,11,In Transit,3365.54,150571.55,,,
SHP012856,PO012856,Delhivery,Road,26-06-2024,05-07-2024,14-07-2024,9,Delivered,2807.18,21928.58,,,
SHP012857,PO012857,BlueDart,Road,24-11-2024,20-12-2024,02-01-2025,13,In Transit,4299.03,33303.9,,,
SHP012858,PO012858,Shadowfax,Road,28-08-2022,25-09-2022,03-10-2022,8,Delivered,3690.51,24208.82,,,
SHP012859,PO012859,Ecom Express,Road,05-06-2022,14-06-2022,26-06-2022,12,Delivered,3199.34,25352.99,,,
SHP012860,PO012860,DTDC,Rail,24-03-2022,04-04-2022,Not Delivered,0,Cancelled,456.82,1952.4,,,
SHP012861,PO012861,XpressBees,Rail,15-07-2024,16-08-2024,Not Delivered,0,Not Shipped,1195.09,6386.19,,,
SHP012862,PO012862,TCI Express,Road,14-03-2022,05-04-2022,05-04-2022,0,Delivered,4047.73,36375.99,,,
SHP012863,PO012863,BlueDart,Road,24-08-2022,22-09-2022,06-10-2022,14,Delivered,754.37,5719.98,,,
SHP012864,PO012864,Shadowfax,Rail,23-01-2022,06-02-2022,Not Delivered,0,Cancelled,1830.59,9482.24,,,
SHP012865,PO012865,TCI Express,Road,13-04-2022,02-05-2022,Not Delivered,0,Cancelled,2386.18,22174.52,,,
SHP012866,PO012866,DTDC,Sea,01-02-2022,24-02-2022,Not Delivered,0,Cancelled,3628.74,12056.92,,,
SHP012867,PO012867,BlueDart,Road,07-06-2022,08-07-2022,15-07-2022,7,Delivered,3105.45,29483.75,,,
SHP012868,PO012868,DTDC,Road,03-08-2023,16-08-2023,27-08-2023,11,Delivered,2349.5,16380.57,,,
SHP012869,PO012869,Ecom Express,Road,18-10-2023,05-11-2023,20-11-2023,15,Delivered,3161.71,24951.58,,,
SHP012870,PO012870,TCI Express,Road,07-09-2022,22-09-2022,Not Delivered,0,Not Shipped,274.81,2427.77,,,
SHP012871,PO012871,TCI Express,Road,19-04-2023,02-05-2023,04-05-2023,2,Delivered,189.46,1652.09,,,
SHP012872,PO012872,BlueDart,Road,23-08-2024,14-09-2024,17-09-2024,3,Delivered,671.27,6326.73,,,
SHP012873,PO012873,TCI Express,Road,24-01-2024,21-02-2024,27-02-2024,6,In Transit,2207.01,20098.72,,,
SHP012874,PO012874,Shadowfax,Sea,19-06-2023,20-07-2023,18-07-2023,0,In Transit,704.67,1955.6,,,
SHP012875,PO012875,Rivigo,Road,06-02-2022,10-03-2022,Not Delivered,0,Not Shipped,3279.7,22852.3,,,
SHP012876,PO012876,Ecom Express,Road,22-09-2022,24-10-2022,05-11-2022,12,Delivered,425.68,3165.13,,,
SHP012877,PO012877,Rivigo,Rail,15-12-2024,11-01-2025,09-01-2025,0,In Transit,4029.06,18452.41,,,
SHP012878,PO012878,Shadowfax,Road,11-09-2023,28-09-2023,05-10-2023,7,Delivered,1964.38,15757.02,,,
SHP012879,PO012879,XpressBees,Road,23-04-2023,01-05-2023,07-05-2023,6,Delivered,2145.92,20082.2,,,
SHP012880,PO012880,Rivigo,Road,18-04-2024,07-05-2024,Not Delivered,0,Not Shipped,2734.09,19932.48,,,
SHP012881,PO012881,Rivigo,Road,10-11-2023,07-12-2023,Not Delivered,0,Not Shipped,821.31,5959.62,,,
SHP012882,PO012882,Safexpress,Rail,05-05-2024,21-05-2024,20-05-2024,0,Delivered,3439.79,16035.83,,,
SHP012883,PO012883,FedEx India,Road,25-11-2023,25-12-2023,03-01-2024,9,Delivered,2952.15,21968.46,,,
SHP012884,PO012884,Safexpress,Road,27-02-2023,28-03-2023,12-04-2023,15,In Transit,304.81,2288.53,,,
SHP012885,PO012885,DTDC,Road,16-09-2024,27-09-2024,03-10-2024,6,Delivered,1978.17,13689.45,,,
SHP012886,PO012886,Shadowfax,Road,13-11-2023,11-12-2023,Not Delivered,0,Cancelled,4442.94,33440.43,,,
SHP012887,PO012887,Safexpress,Rail,14-05-2023,02-06-2023,01-06-2023,0,In Transit,1690.97,6980.35,,,
SHP012888,PO012888,Delhivery,Rail,04-11-2023,04-12-2023,05-12-2023,1,In Transit,4169.35,17635.03,,,
SHP012889,PO012889,DTDC,Road,20-07-2022,10-08-2022,11-08-2022,1,Delivered,3526.92,33783.35,,,
SHP012890,PO012890,Ecom Express,Road,19-12-2023,05-01-2024,Not Delivered,0,Not Shipped,1167.52,8917.32,,,
SHP012891,PO012891,Safexpress,Road,25-06-2024,22-07-2024,Not Delivered,0,Cancelled,642.74,4214.57,,,
SHP012892,PO012892,XpressBees,Road,17-02-2023,19-03-2023,17-03-2023,0,Delivered,2412,18076.87,,,
SHP012893,PO012893,FedEx India,Rail,21-02-2024,08-03-2024,Not Delivered,0,Not Shipped,2701.59,14739.38,,,
SHP012894,PO012894,DTDC,Air,18-05-2023,16-06-2023,Not Delivered,0,Cancelled,36.22,1481.97,,,
SHP012895,PO012895,XpressBees,Road,26-01-2022,23-02-2022,Not Delivered,0,Not Shipped,3248.28,25493.52,,,
SHP012896,PO012896,XpressBees,Road,24-02-2022,27-03-2022,07-04-2022,11,Delivered,3513.83,24405.59,,,
SHP012897,PO012897,XpressBees,Road,22-08-2024,17-09-2024,Not Delivered,0,Not Shipped,102.74,884.98,,,
SHP012898,PO012898,Safexpress,Road,11-03-2022,14-04-2022,Not Delivered,0,Cancelled,2657.02,21621.84,,,
SHP012899,PO012899,FedEx India,Road,16-07-2023,30-07-2023,30-07-2023,0,Delivered,4662.26,33012.37,,,
SHP012900,PO012900,Delhivery,Road,02-12-2022,06-12-2022,17-12-2022,11,In Transit,2343.38,21754.65,,,
SHP012901,PO012901,Rivigo,Road,22-01-2023,19-02-2023,03-03-2023,12,Delivered,2151.94,19258.68,,,
SHP012902,PO012902,BlueDart,Sea,23-09-2023,20-10-2023,17-10-2023,0,Delivered,198.71,541.37,,,
SHP012903,PO012903,Safexpress,Air,27-05-2022,16-06-2022,Not Delivered,0,Not Shipped,2963.07,121376.34,,,
SHP012904,PO012904,Shadowfax,Road,18-08-2022,19-09-2022,Not Delivered,0,Cancelled,4058.64,33079.81,,,
SHP012905,PO012905,XpressBees,Rail,23-04-2024,06-05-2024,Not Delivered,0,Cancelled,4140.14,21643.01,,,
SHP012906,PO012906,DTDC,Air,28-08-2023,15-09-2023,Not Delivered,0,Not Shipped,4570.21,235549.76,,,
SHP012907,PO012907,Safexpress,Road,03-07-2023,24-07-2023,Not Delivered,0,Cancelled,3911.29,27144.27,,,
SHP012908,PO012908,Shadowfax,Rail,09-04-2022,24-04-2022,02-05-2022,8,Delivered,2351.73,12987.63,,,
SHP012909,PO012909,Delhivery,Road,08-02-2024,27-02-2024,29-02-2024,2,Delivered,1737.98,11571.01,,,
SHP012910,PO012910,Safexpress,Air,27-05-2024,27-06-2024,30-06-2024,3,Delivered,3456.03,132549.14,,,
SHP012911,PO012911,Shadowfax,Rail,10-06-2022,19-07-2022,Not Delivered,0,Not Shipped,86.74,491.2,,,
SHP012912,PO012912,BlueDart,Air,21-10-2022,19-11-2022,Not Delivered,0,Cancelled,3219.12,153067.53,,,
SHP012913,PO012913,Delhivery,Road,04-08-2024,19-08-2024,23-08-2024,4,Delivered,2005.99,13978.46,,,
SHP012914,PO012914,TCI Express,Road,13-12-2022,02-01-2023,Not Delivered,0,Not Shipped,4827.99,46054.38,,,
SHP012915,PO012915,DTDC,Road,20-04-2024,13-05-2024,15-05-2024,2,In Transit,4673.13,43875.09,,,
SHP012916,PO012916,FedEx India,Air,11-04-2023,24-04-2023,03-05-2023,9,Delivered,3465.44,164179.9,,,
SHP012917,PO012917,Shadowfax,Road,05-09-2022,03-10-2022,12-10-2022,9,In Transit,2655.48,20556.32,,,
SHP012918,PO012918,Rivigo,Road,23-02-2023,19-03-2023,Not Delivered,0,Not Shipped,2725.88,21546.98,,,
SHP012919,PO012919,Rivigo,Road,07-08-2024,06-09-2024,Not Delivered,0,Not Shipped,2765.91,25892.15,,,
SHP012920,PO012920,Safexpress,Sea,20-04-2022,11-05-2022,Not Delivered,0,Not Shipped,1905.32,5170.46,,,
SHP012921,PO012921,Ecom Express,Rail,12-01-2023,11-02-2023,17-02-2023,6,In Transit,4144.06,18190.53,,,
SHP012922,PO012922,BlueDart,Rail,09-12-2023,19-12-2023,18-12-2023,0,Delivered,445.73,1902.11,,,
SHP012923,PO012923,TCI Express,Road,21-03-2023,25-03-2023,03-04-2023,9,Delivered,620.74,5193.87,,,
SHP012924,PO012924,Shadowfax,Road,05-08-2023,20-08-2023,29-08-2023,9,Delivered,3110.82,20828.17,,,
SHP012925,PO012925,BlueDart,Rail,22-08-2023,16-09-2023,30-09-2023,14,Delivered,2278.08,11864.3,,,
SHP012926,PO012926,DTDC,Sea,22-07-2022,12-08-2022,10-08-2022,0,Delivered,2878.21,8392.04,,,
SHP012927,PO012927,DTDC,Road,06-07-2024,30-07-2024,05-08-2024,6,Delivered,3776.03,27106.7,,,
SHP012928,PO012928,Delhivery,Road,24-02-2022,22-03-2022,Not Delivered,0,Not Shipped,578.12,5087.65,,,
SHP012929,PO012929,DTDC,Road,22-10-2023,06-11-2023,Not Delivered,0,Not Shipped,220.47,1460.7,,,
SHP012930,PO012930,Safexpress,Road,14-08-2022,23-08-2022,03-09-2022,11,Delivered,97.62,920.69,,,
SHP012931,PO012931,BlueDart,Road,28-02-2024,11-03-2024,08-03-2024,0,Delivered,2059.42,16853.5,,,
SHP012932,PO012932,Ecom Express,Road,05-11-2023,20-11-2023,23-11-2023,3,In Transit,631.31,5686.36,,,
SHP012933,PO012933,Delhivery,Road,22-06-2022,03-07-2022,07-07-2022,4,Delivered,1144.91,8616.35,,,
SHP012934,PO012934,FedEx India,Rail,01-06-2022,28-06-2022,01-07-2022,3,In Transit,1570.61,8956.7,,,
SHP012935,PO012935,Ecom Express,Rail,18-10-2022,02-11-2022,Not Delivered,0,Cancelled,2850.87,13570.84,,,
SHP012936,PO012936,FedEx India,Air,05-05-2023,18-05-2023,23-05-2023,5,In Transit,2486.53,104991.72,,,
SHP012937,PO012937,BlueDart,Road,21-02-2022,28-03-2022,05-04-2022,8,Delivered,2950.64,21251.88,,,
SHP012938,PO012938,BlueDart,Road,10-08-2024,26-08-2024,Not Delivered,0,Cancelled,4793.64,32327,,,
SHP012939,PO012939,Delhivery,Rail,26-07-2023,16-08-2023,14-08-2023,0,Delivered,3795.37,18619.04,,,
SHP012940,PO012940,BlueDart,Rail,04-02-2023,25-02-2023,11-03-2023,14,In Transit,2704.2,12774.01,,,
SHP012941,PO012941,Safexpress,Road,03-09-2023,19-09-2023,Not Delivered,0,Cancelled,318.39,3018.39,,,
SHP012942,PO012942,XpressBees,Air,16-11-2024,13-12-2024,Not Delivered,0,Not Shipped,3414.56,167767.54,,,
SHP012943,PO012943,Shadowfax,Road,23-12-2023,22-01-2024,06-02-2024,15,In Transit,4030.82,29168.46,,,
SHP012944,PO012944,Ecom Express,Air,14-06-2022,15-07-2022,21-07-2022,6,Delivered,1767.65,68307.63,,,
SHP012945,PO012945,Safexpress,Rail,12-10-2024,02-11-2024,11-11-2024,9,Delivered,1730.3,7536.59,,,
SHP012946,PO012946,Shadowfax,Road,14-05-2023,04-06-2023,16-06-2023,12,Delivered,2132.95,18668.52,,,
SHP012947,PO012947,Safexpress,Road,08-06-2024,27-06-2024,Not Delivered,0,Not Shipped,2119.42,16166.97,,,
SHP012948,PO012948,XpressBees,Rail,02-12-2022,27-12-2022,Not Delivered,0,Cancelled,1877.67,9208.51,,,
SHP012949,PO012949,Safexpress,Air,09-04-2024,30-04-2024,28-04-2024,0,Delivered,4103.54,202308.16,,,
SHP012950,PO012950,Shadowfax,Road,01-01-2024,12-01-2024,23-01-2024,11,Delivered,2890.36,23196.2,,,
SHP012951,PO012951,TCI Express,Road,16-10-2022,14-11-2022,Not Delivered,0,Cancelled,481.01,3984.63,,,
SHP012952,PO012952,DTDC,Rail,20-12-2022,22-01-2023,22-01-2023,0,Delivered,4725.76,20562.38,,,
SHP012953,PO012953,BlueDart,Sea,12-08-2024,17-09-2024,20-09-2024,3,In Transit,141.8,489.7,,,
SHP012954,PO012954,BlueDart,Road,28-04-2022,16-05-2022,29-05-2022,13,Delivered,3908.03,36918.22,,,
SHP012955,PO012955,Delhivery,Rail,22-04-2022,16-05-2022,17-05-2022,1,Delivered,1459.29,6510.57,,,
SHP012956,PO012956,BlueDart,Road,17-02-2022,13-03-2022,18-03-2022,5,Delivered,2442.03,17935.57,,,
SHP012957,PO012957,Delhivery,Road,18-12-2023,13-01-2024,Not Delivered,0,Not Shipped,2282.92,20215.07,,,
SHP012958,PO012958,XpressBees,Rail,28-08-2024,17-09-2024,30-09-2024,13,In Transit,1501.12,7566.55,,,
SHP012959,PO012959,Ecom Express,Sea,13-02-2023,02-03-2023,02-03-2023,0,Delivered,3119.54,8739.71,,,
SHP012960,PO012960,FedEx India,Road,12-04-2022,19-05-2022,31-05-2022,12,In Transit,3973.93,25934.86,,,
SHP012961,PO012961,BlueDart,Road,14-08-2023,02-09-2023,Not Delivered,0,Not Shipped,1379.09,9205.77,,,
SHP012962,PO012962,XpressBees,Road,01-07-2023,14-07-2023,Not Delivered,0,Cancelled,2546.82,18432.42,,,
SHP012963,PO012963,TCI Express,Rail,24-10-2024,17-11-2024,Not Delivered,0,Cancelled,139.42,805.36,,,
SHP012964,PO012964,Safexpress,Air,24-08-2022,15-09-2022,14-09-2022,0,Delivered,1644.87,84663.63,,,
SHP012965,PO012965,BlueDart,Road,22-01-2023,07-02-2023,12-02-2023,5,Delivered,715.13,5799.98,,,
SHP012966,PO012966,BlueDart,Rail,23-02-2024,06-03-2024,10-03-2024,4,In Transit,3339.48,15268.84,,,
SHP012967,PO012967,FedEx India,Air,26-09-2022,22-10-2022,05-11-2022,14,Delivered,1184.72,62056.97,,,
SHP012968,PO012968,FedEx India,Road,20-03-2022,23-04-2022,30-04-2022,7,In Transit,1734.65,16479.41,,,
